College Name,State Name,District Name
South Indian Education Societys College of Arts Science &Commerce Shri Chandrasekarendra Saraswathy Vidyapuram Plot No 1 C Sector V Nerul Navi Mumbai 400 706 (Id: C-34217),Maharashtra,Mumbai
"SOUTH RATNAGIRI DISTRICT SHIKSHAN PRASARAK MANDAL PANCHAM KHEMRAJ LAW COLLEGE, SINDHUDURG (Id: C-45226)",Maharashtra,Sindhudurg
S P K.Mahavidyalaya Sawantwadi Dist Sindhudurg 416 510 (Id: C-33610),Maharashtra,Sindhudurg
S P mandals institute for advanced training and research in interdisciplinary science (Id: C-33879),Maharashtra,Mumbai
S.P.M. Mumbais Academy of Aviation S.S.P.M.S Education Complex Opp Gouripada Talao Milind Nagar Kalyan (W) Dist- Thane-421 301 (Id: C-34147),Maharashtra,Thane
Sree Naryana Guru College of Commerce P L Lokhande Marg Chembur Mumbai 400 089 (Id: C-33904),Maharashtra,Mumbai
St Andrews College of Arts Science & Commerce St Domnic Road Bandra West Mumbai 400 050 (Id: C-34047),Maharashtra,Mumbai
Sterling Institute of Management Studies Plot No.93/93A Sector 19 Nerul (E) Navi Mumbai 400 706 (Id: C-34012),Maharashtra,Mumbai
St. Francis Institute of Technology (Engineering College) Mount Francis Mount Poinsur S V P Road Post Box No .8456 Borivli (West) Mumbai 400 103 (Id: C-33882),Maharashtra,Mumbai Suburban
ST PAUL COLLEGE (Id: C-50012),Maharashtra,Thane
St. Teresas Institute of Education C/o St Teresas Convent S V Road Santacruz Mumbai 400 054 (Id: C-33960),Maharashtra,Mumbai Suburban
"ST WILFRED COLLEGE OF LAW IMPARTING LLB, MUMBAI (Id: C-45197)",Maharashtra,Mumbai
"ST WILFRED EDUCATION SOCIETY'S ST WILFRED COLLEGE OF ARTS SCIENCE AND COMMERCE, RAIGAD (Id: C-45207)",Maharashtra,Raigarh
"ST WILFRED EDUCATION SOCIETY'S ST WILFRED INSTITUTE OF ARCHITECTURE, RAIGAD (Id: C-45208)",Maharashtra,Raigarh
"ST WILFRED S INSTITUTE OF TECHNOLOGY, RAIGAD (Id: C-45209)",Maharashtra,Raigarh
St Xaviers College Mahapalika Marg Mumbai 400 001 (Id: C-33555),Maharashtra,Mumbai
St. Xaviers Institute of Education 40 New Marine Lines U S I S Library Mumbai 400 020 (Id: C-33560),Maharashtra,Mumbai
Sudhagad Education Societys Seth Jamshedji Navarousji Paliwala Commerce College and Arts and Science College Pali Sudhagad Dist Raigad 410 205 (Id: C-33706),Maharashtra,Raigarh
Sudhagad Education Societys Shikshan Maharshi Dadaseheb Limaye Arts Commerce Science & Computer Science College Sector3E CIDCO Colony Kalamboli Navi Mumbai 410 218 (Id: C-34024),Maharashtra,Mumbai
Sultan Khan Educational Trust s Asmita College of Architecture Asmita House Asmita Township Naya Nagar Mira Road E Dist Thane 401 107 (Id: C-33933),Maharashtra,Thane
Suman Education Society Campus Beside Ekvira School Off. Charkop Naka Charkop Sector-I Kandivali (West) Mumbai 400 067 (Id: C-33988),Maharashtra,Mumbai Suburban
Suman Education Society L. N. College of Commerce & Science ( for women only) at Suman Education Society Campus Beside Ekvira School Charkop Sector-I Kandivali (W) Mumbai 400 067 (Id: C-34032),Maharashtra,Mumbai Suburban
Suman Education Trust Dilkap Research Institute of Engineeing & Management Studies Village Mamdapur Post Neral Tal Karjat Dist Raigad 410 101 (Id: C-33524),Maharashtra,Raigarh
Sundarrao More Arts and Commerce College At Poladpur Dist Raigad 402 303 (Id: C-34103),Maharashtra,Raigarh
Swami prakashananda ayurveda research cnetre (Id: C-33594),Maharashtra,Mumbai Suburban
Swayam Siddhi Mita Sanghs Degree College at Sonadevi Compound Near Octroi Naka Kalyan Bhiwandi Road Vasai Diva Rail Route Bhiwandi Dist Thane (Id: C-33955),Maharashtra,Thane
Swsami prakashananda ayurveda research centre (Id: C-33909),Maharashtra,Mumbai
Tatakare Charitable Trusts Arts Science and Commerce College at & Post Kolad Chinchawali Tal.Roha Dist Raigad (Id: C-33876),Maharashtra,Raigarh
Tata memorial hospital (Id: C-33913),Maharashtra,Mumbai
Terna Public Charitable Trusts Terna College of Engineering Nerul Navi Mumbai (Id: C-34092),Maharashtra,Mumbai
Thadomal Shahani Engineering College 32nd Road TPS III Bandra Mumbai 400 050 (Id: C-33681),Maharashtra,Mumbai Suburban
Thakur College of Aviation Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli (E) Mumbai 400 101 (Id: C-34140),Maharashtra,Mumbai
Thakur College of Engineering & Technology Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli (E) Mumbai 400 101 (Id: C-33525),Maharashtra,Mumbai Suburban
Thakur Educational Trusts Thakur College of Science and Commerce Thakur Village W E Highway Kandivli East Mumbai 400 101 (Id: C-33795),Maharashtra,Mumbai
Thakur Educational Trusts Thakur Institute of Management Studies Career Development and Research Thakur Village W. E. Highway Kandivli (East) Mumbai 400 101 (Id: C-34183),Maharashtra,Mumbai Suburban
"Thakur Educational Trusts Thakur Shyamnarayan College of Eduction & Research Thakur Village, Kandivli (E) Mumbai 400 101 (Id: C-33531)",Maharashtra,Mumbai Suburban
Thakur Education Trusts Thakur Ramnarayan College of Law Shyamnarayan Thakur Marg Thakur Village Kandivli(East) Mumbai-400 101 (Id: C-33782),Maharashtra,Mumbai Suburban
Thane Zilla Agri Shikshan Prasarak Mandals Pragati College of Arts and Commerce DNK Road Dattata Nagar Dombivli East Dist Thane 421 201 (Id: C-34119),Maharashtra,Thane
"The Achara Peoples Association, Achara College of Management Studies Achara Tal Malvan Dist Sindhudurg (Id: C-33718)",Maharashtra,Sindhudurg
The air quality monitoring and research laboratory of the municipal corp. (Id: C-33619),Maharashtra,Mumbai
The All India Khilafat Committees College of Education Khilafat House 173-175 Motishah Lane Byculla Mumbai 400 027 (Id: C-33499),Maharashtra,Mumbai
The Anjuman-I-Islam College of Hotel & Tourism Management CST Mumbai 400 001 (Id: C-33559),Maharashtra,Mumbai
The asiatic society of bombay town hall (Id: C-34220),Maharashtra,Mumbai
The Bassein Gujarathi Education Societys Shah Khimchand Bhai Muljibhai College of Commerce Bazarpeth At Vasai Dist Thane 401 201 (Id: C-33725),Maharashtra,Thane
The Bombay flying Club Juhu Arodrome Juhu Mumbai 400 049 (Id: C-33596),Maharashtra,Mumbai
The bombay natural history society (Id: C-33871),Maharashtra,Mumbai
The Bombay Salesian Societys Don Bosco Institute Technology at Premier Automobile Road Kurla (W) Mumbai 400 070 (Id: C-33880),Maharashtra,Mumbai Suburban
The Bombay St. Xaviers College Societys Xaviers Institute of Management Xaviers College 5 Mahapalika Marg Mumbai 400 001 (Id: C-33589),Maharashtra,Mumbai
The Bombay Xavierian Corporation Pvt. Ltds College of Engineering Mahim Causeway Mahim Mumbai-400 016 (Id: C-33830),Maharashtra,Mumbai
The Borivli Education Societys Matushree Pushpaben Valia College of Commerce Factory Lane M K High School Compound Borivli W Mumbai 400 092 (Id: C-33624),Maharashtra,Mumbai
The B.P.C.As College of Physical Education Bharatiya Krida Mandir Naigaum Cross Road Wadala Mumbai 400 031 (Id: C-34070),Maharashtra,Mumbai Suburban
The Byramjee Jeejeebhoy Parsee Charitable Trust College of Commerce Opp Charni Road Rly Station 33 M Karve Road Mumbai 400 004 (Id: C-33919),Maharashtra,Mumbai
The central testing laboratory of the textile comittee (Id: C-33656),Maharashtra,Mumbai
"THE CEO NAGAR YUVAK SHIKSHAN SANSTHAS NEW HORIZON COLLEGE OF COMMERCE, MUMBAI (Id: C-45198)",Maharashtra,Mumbai
The East Kalyan Welfare Societys Model College of Science &Commerce East Kalyan Welfare Society Building Chinchpada Road Rajbhar Nagar Katemanivali Kalyan (East) Dist Thane 421 306 (Id: C-34178),Maharashtra,Thane
The foundation for medical research (Id: C-33732),Maharashtra,Mumbai
The Gokhale Education Societys College of Education and Research C/o R M Bhatt High School Parel Mumbai 400 012 (Id: C-33959),Maharashtra,Mumbai
The Gurunanak Institute of Management Studies for MMS Degree Course At Matunga Mumbai 400 019 (Id: C-33677),Maharashtra,Mumbai
The Gurunanak Vidyak Societys College of Arts Science and Commerce Panjabi Colony Guru Tegh Bahadur Nagar Sion East Mumbai 400 037 (Id: C-33889),Maharashtra,Mumbai
The Institute of Science Fort Mumbai 400 032 (Id: C-33790),Maharashtra,Mumbai
The Janseva Shikshan Mandals Arts Commerce & Science College Shivle Taluka Murbad Dist Thane (Id: C-33791),Maharashtra,Thane
The J B Sawant Education SocietysTikambhai Metha Commerce College At & Post Mangaon Dist Raigad 402 104 (Id: C-33812),Maharashtra,Raigarh
"THE KANDIVALI EDCUATION SOCIETY’S LAW COLLEGE, MUMBAI SUBURBAN (Id: C-45205)",Maharashtra,Mumbai Suburban
The Kandivli Education Societys Bhanumati Kishandas Shroff of Arts andMaganlal Hargovinddas Shroff College of Commerce Shantilal Modi Road Kandivli West Mumbai 400 067 (Id: C-33579),Maharashtra,Mumbai
The Kelkar Education Trusts Vinayak Ganesh Vaze College of Arts Science and Commerce Mithagar Road Mulund East Mumbai 400 081 (Id: C-33651),Maharashtra,Mumbai
The Konkan Gyanpeeths Uran College of Commerce and Arts Near Tahisil Office Uran Tal Uran Dist Raigad 400 702 (Id: C-34145),Maharashtra,Raigarh
The Konkan Muslim Education Societys G M Momin Womenss College Rais High School Campus Thana Road Bhiwandi Dist Thane 421 302 (Id: C-34122),Maharashtra,Thane
The Mogaveera Vyavasthapaka Mandali M V Mandali College of Com. & Sci. Mogaveera Bhavan Veera Desai Road Andheri (West) Mumbai 400 058 (Id: C-33990),Maharashtra,Mumbai Suburban
The R and D Centre and laboratories of hico products ltd (Id: C-33836),Maharashtra,Mumbai
The research and development department of the indian organic chemicals ltd (Id: C-33942),Maharashtra,Raigarh
The Royal Higher Education Societys College of Arts Science and Commerce Ismail M Kanga Educational Campus Shrishti Housing Complex Kashimira Mira Road Near Dahisar Checknaka Dist Thane (Id: C-33752),Maharashtra,Thane
The Sarvajanik Shikshan Sanstha College of Commerce Night Vithalbhai Patel Road Mulund West Mumbai 400 080 (Id: C-33780),Maharashtra,Mumbai
The Secretary Mahatma Education Society Chembur Naka Mumbai 400 071 (Id: C-33772),Maharashtra,Mumbai
"THE SHRAMIK VIDHYRATHI DNYANSEVA SANSTHA AMDAR DEEPAKBHAI KESARKAR SCIENCE COLLEGE, SINDHUDURG (Id: C-45227)",Maharashtra,Sindhudurg
The silk and art silk mill reserach association (Id: C-33671),Maharashtra,Mumbai
The South Indian Assosciation (Regd.) The S.I.A. College of Higher Eduction Plot 88 MIDC Residential Ares Dombivli (E) (Id: C-33947),Maharashtra,Thane
The South Indian Education Societys College of Commerce and Economics Plot No 71 72 Sion Matunga Estate Sion East Mumbai 400 022 (Id: C-33945),Maharashtra,Mumbai
The Taheri Scholarship Soceitys BESs Institute of Management Studies and Research Burhani College Building Nesbit Road Mazagaon Mumbai 400 01 (Id: C-33840),Maharashtra,Mumbai
The tata institute of fundamental research (Id: C-34093),Maharashtra,Mumbai
The textile research institute of the bombay textile research association (Id: C-33696),Maharashtra,Mumbai
"THE VETAL BAMBORDE VIBHAG SHIKSHAN PRASARAK MANDAL’S DADASAHEB TIRODKAR COLLEGE OF SCIENCE AND COMMERCE, SINDHUDURG (Id: C-45228)",Maharashtra,Sindhudurg
Tilak Education Society J. K. College of Science & Commerce at Plot No.22 Ghansoli Navi Mumbai 400 705 (Id: C-33884),Maharashtra,Mumbai
Tilak Education Societys College of Arts & Commerce Plot No 131 Sector 28 Vashi Navi Mumbai 400 705 (Id: C-33644),Maharashtra,Sindhudurg
Tilak Education Societys Sharada Kurup College of Education Plot No.22 Sector 5 Ghansoli Navi Mumbai (Id: C-33968),Maharashtra,Mumbai
Tilak Education Societys S K College of Science & Commerce At Nerul New Mumbai (Id: C-34131),Maharashtra,Mumbai
Tolani College of Commerce Share e Punjab Society Plot No 151 Mahakali Caves Road Andheri E Mumbai 400 093 (Id: C-34223),Maharashtra,Mumbai
Toxicology research foundation laboratories (Id: C-34141),Maharashtra,Thane
Ujwal Shikshan Sansthas College of Computer Science & Information Technology at Mhada Vasahat Akurli Rd Kandivali East Mumbai 400101 (Id: C-33512),Maharashtra,Mumbai
Unichem laboratories ltd (Id: C-33679),Maharashtra,Mumbai Suburban
"UNIVERSAL SOCIETY FOR QUALITY EDUCATION AND RESEARCH IRENE INSTITUTE OF EDUCATION AND RESEARCH, THANE (Id: C-45248)",Maharashtra,Thane
Universal Society for Quality Education & Research Irene Institute of Education and Research Patripuli Tal Kalyan Dist Thane (Id: C-33529),Maharashtra,Thane
Uran Education Societys College of B Sc IT At Uran Dist Raigad (Id: C-33691),Maharashtra,Raigarh
UTI institute of capital markets (Id: C-33998),Maharashtra,Mumbai
Vedanta Foundation Opp. Niranjan Building Corner of E Rd Marine Drive Mumbai 400 002 (Id: C-33552),Maharashtra,Mumbai
Veermata Jijabai Technological Institute Matunga Mumbai 400 019 (Id: C-33641),Maharashtra,Mumbai
"Veer Wajekar Arts Science and Commerce College Mahalan Vibhag,Phunde Uran Panvel Road, Tal Uran Dist Raigad 400 702 (Id: C-33977)",Maharashtra,Raigarh
Versova Education Trusts Smt Kamala Mehta V W A College of Commerce 7 Bunglows Versova Andheri W Mumbai 400 061 (Id: C-34015),Maharashtra,Mumbai
Victor Dantas Charitable and Education Foundations Victor Dantas Law College Hasina Manzil Near Bhairav Mandir Kudal Dist-Sindhudurg (Id: C-33506),Maharashtra,Sindhudurg
Vidyalankar Danyanpeeth Trust College of B Sc I T Wadala Mumbai 400 037 (Id: C-33511),Maharashtra,Mumbai
Vidyalankar Institute of Technology Pearl Center Senapati Bapat Marg Dadar (West) Mumbai 400 028 (Id: C-33588),Maharashtra,Mumbai
Vidya Mandir Mandals Matoshree Sumati Chintamani Tipnis College of Arts & Commerce At Mamdapuir Neral Tal Karjat Dist Raigad 410 101 (Id: C-34144),Maharashtra,Raigarh
Vidya Prasarak Mandals Dr V N Bedekar Institute of Management Studies Chendani Bunder Road Thane (W) 400 601 (Id: C-33708),Maharashtra,Thane
Vidya Prasarak Mandals K G Joshi College of Arts & N G Bedekar College of Commerce Chendani Bunder Road Thane 400 601 (Id: C-33995),Maharashtra,Thane
Vidya Prasarak Mandals Kinhavali Arts Science College Kinhavali Tal Shahapur Dist Thane (Id: C-33668),Maharashtra,Thane
Vidya Prasarak Mandals Thane Municipal Council Law College Chendani Bunder Road Thane 400 601 (Id: C-33996),Maharashtra,Thane
"VIDYA PRASARAK MANDAL VPM’S MAHARSHI PARSHURAM COLLEGE OF ENGINEERING, RATNAGIRI (Id: C-45220)",Maharashtra,Ratnagiri
Vidyavardhinis College of Engineering and Technology Vidyavardhinis College Campus Vasai Road (Western Railway) Dist Thane 401 202 (Id: C-34211),Maharashtra,Thane
Vidya Vikas Education Societys Vikas Night College of Arts Science and Commerce Kannamwar Nagar 2 Vikhroli E Mumbai 400 083 (Id: C-33722),Maharashtra,Mumbai
Vidya Vikas Education Trust College of Arts Com Sci B M M & B M S I B Patel Municipal School Goregaon W Mumbai 400 062 (Id: C-33971),Maharashtra,Mumbai
"VIDYA VIKAS EDUCATION TRUST UNIVERSAL COLLEGE OF ENGINEERING, THANE (Id: C-45250)",Maharashtra,Thane
Vidya Vikas Mandal Neral Vidya Vikas Mandir Brahmin Aali Tal Karjat Dist Raigad (Id: C-34064),Maharashtra,Raigarh
Vighnaharta Trust s Shivajirao S Jondhale College of Engineering &Technology Asangaon Tal Shahapur Dist Thane (Id: C-33937),Maharashtra,Thane
Vighnahartha Trusts Shivajirao S Jondhale College of Pharmacy At Asangaon (W) Tal Shahapur Dist Thane 421 601 (Id: C-34154),Maharashtra,Thane
Vishnu Waman Thakur Charitable Trusts M.M.S. Degree College Virar Dist Thane (Id: C-34006),Maharashtra,Thane
"VISHWATMAK JANGLI MAHARAJ TRUST VISHWATMAK OM GURUDEV COLLEGE OF ENGINEERING, THANE (Id: C-45231)",Maharashtra,Thane
Vishweshwar Education Societys Indra Institute of Business Management At Plot no.2 Sector 9 Sanpada Navi Mumbai-400 705 (Id: C-33769),Maharashtra,Thane
Vishweshwar Education Societys Western College of Commerce & Business Management Plot No.2 Sector 9 Sanpada Navi Mumbai 400 705 (Id: C-34161),Maharashtra,Sindhudurg
Vivekanand Education Societys College of Arts Science and Commerce Sindhi society Chembur Mumbai 400 071 (Id: C-33639),Maharashtra,Mumbai
Vivekanand Education Societys College of Law 1st floor Trust Office Sindhi Society Chembur Mumbai-400 071 (Id: C-33870),Maharashtra,Mumbai Suburban
Vivekanand Education Societys College of Pharmacy Sindhi Society Chembur Mumbai 400 071 (Id: C-33553),Maharashtra,Mumbai Suburban
Vivekanand Education Societys Institute of Management Studies and Research 495/497 Near Municipal School Collectors Colony Chembur Mumbai - 400 074 (Id: C-33811),Maharashtra,Mumbai Suburban
Vivekanand Education Societys Institute of Technology Sindhi Society Chembur Mumbai 400 071 (Id: C-33895),Maharashtra,Mumbai Suburban
Vivek Education Societys Arts & Commerce College Siddharth Nagar Goregaon West Mumbai 400 062 (Id: C-33892),Maharashtra,Mumbai
V K Krishna Menon College of Commerce and Economics Sharad Shankar Dighe College of Science Near Bhandup Rly Station Bhandup East Mumbai 400 042 (Id: C-34001),Maharashtra,Mumbai
VPMs Ramniklal Z Shah College of Arts Science and Commerce Mithagar Road Mulund East Mumbai 400 081 (Id: C-33970),Maharashtra,Mumbai
Wada Nirmiti Educational Society Wada College of Management & Science At/Post Wada Tal Wada Dist Thane (Id: C-33978),Maharashtra,Thane
Walavalkar hospital and dignostic centre (Id: C-33521),Maharashtra,Ratnagiri
Watumall Institute of Electronic Engineering and Computer Technology Plot No.47 R.G. Thadani Marg Worli Sea Face Mumbai 400 018 (Id: C-34118),Maharashtra,Mumbai
Western Naval Command College of B.Sc Hospitality Studies 4th Pasta Lane Colaba Mumbai 400 005 (Id: C-33581),Maharashtra,Mumbai
Wilson College Chowpatty Mumbai 400 007 (Id: C-33774),Maharashtra,Mumbai
Wool research association (Id: C-34128),Maharashtra,Thane
Yadavrao Tasgaonkar Institute of Engineering Technology Chandhai Near Bhivpuri Road Station Tal. Karjat Dist.Raigad (Id: C-33938),Maharashtra,Raigarh
Yashwantrao Chavan College of Arts Commerce & Science Sector-15 Plot No.23 Post-Koparkairne Navi Mumbai 400 709 (Id: C-34051),Maharashtra,Mumbai
Yerla Medical Trust and Research Centres College of Management Institutional Area Sector-4 Kharghar Navi Mumbai 410 210 (Id: C-34100),Maharashtra,Mumbai
"YUVAK VIKAS MANDAL SANCHALIT ARTS, COMMERCE AND SCIENCE COLLEGE BHALAVALI (Id: C-45221)",Maharashtra,Ratnagiri
Zagdu Singh Charitable Trust College of MMS Thakur House Ashok Nagar Kandivli (East) Mumbai: 400 101 (Id: C-34005),Maharashtra,Mumbai Suburban
"AD Biligowda First grade College, Koppa (Id: C-17395)",Karnataka,Mandya
"Adichunchanagiri College of Education, Channarayapatna (Id: C-17575)",Karnataka,Hassan
"AET College of Education,Swarnasandra (Id: C-17429)",Karnataka,Mandya
Alliance School Of Management Chikkahagadc Cross Road chandarpur Anekal Main Road Banglore (Id: C-17496),Karnataka,Bangalore
Alliance School Of Management City Campus No 2&3 36th Main BTM Layout 1st Stage Banglore (Id: C-17397),Karnataka,Bangalore
"All India Institute of Speech and Hearing, Manasagangothri,Mysore (Id: C-17415)",Karnataka,Mysore
All India Institute Of Speech And Hearing Manasagangothri Mysore (Id: C-17485),Karnataka,Mysore
"Anantha sadvidya College of Education, Arsikere (Id: C-17532)",Karnataka,Hassan
"Anthem Biosciences Pvt Ltd., No.49, Canara Bank Road, Bommasnadra Industrial Area, Phase I, Hosur Road, Bangalore (Id: C-17563)",Karnataka,Bangalore
Anthropological Survey of India Southern Regional Centre Manav Bhavan Bogadi Mysore (Id: C-17458),Karnataka,Mysore
"Astra Zeneca India Pvt Ltd, P.O.No.2409, HA Farm Post Office, Bangalore (Id: C-17467)",Karnataka,Bangalore
"AVK College for Women, Hassan (Id: C-17445)",Karnataka,Hassan
Banjara Institute Of Management & Social Work .C.R. Nagar (Id: C-17405),Karnataka,Chamarajanagar
"Banumaiahs Evening College, Mysore (Id: C-17578)",Karnataka,Mysore
"Basudeva Somani College, Kuvempunagar,Mysore (Id: C-17559)",Karnataka,Mysore
